***	0	***
Sun:	3.34663260142881E-4	-1.5218016974333898E-4	1.673316300714405E-6	-7.609008487166949E-7
Earth:	1.3917559562362546E11	-5.7100390968426186E10	10801.419860839844	27565.43819507599
Mars:	8.315307690166351E10	-1.9145566822189255E11	23637.790670089722	11429.301540222168
***	1	***
Sun:	62.910602056599686	-28.184081494621793	0.0014531058111165861	-6.461349408914252E-4
Earth:	1.4008843779738065E11	-5.471050176579412E10	10329.699890441894	27754.313970069885
Mars:	8.519079153817702E10	-1.9045771074174515E11	23531.32319656372	11670.849358062744
***	2	***
Sun:	251.7081442856809	-111.08193148454093	0.0029156398295963016	-0.001267308087295973
Earth:	1.4096037504610278E11	-5.2304637573330185E10	9854.576003112794	27935.23709499359
Mars:	8.721918983691655E10	-1.8943892497669125E11	23422.142267227173	11911.434083709717
***	3	***
Sun:	567.3351650129711	-246.59379480515494	0.00438888280195954	-0.0018640746165959855
Earth:	1.4179111888304944E11	-4.988348831412656E10	9376.178019714356	28108.14290210724
Mars:	8.923803769665611E10	-1.883993956736154E11	23310.255859298704	12151.02025177002
***	4	***
Sun:	1010.6997687362507	-432.60224539374127	0.005872437986998875	-0.0024362347282436757
Earth:	1.4258039209604593E11	-4.744774941383383E10	8894.63709915161	28272.968687210083
Mars:	9.124710172987704E10	-1.8733921064238345E11	23195.67251525879	12389.572428588866
***	5	***
Sun:	1582.6756034914545	-666.9728542554259	0.007365904544343493	-0.0029835946380194402
Earth:	1.4332792886093912E11	-4.499812162937707E10	8410.085688476562	28429.653745498657
Mars:	9.324614931153577E10	-1.862584607525401E11	23078.401340408323	12627.055228118896
***	6	***
Sun:	2284.1015098954795	-947.5547133091943	0.008868877609015726	-0.0035059666711993033
Earth:	1.440334748532244E11	-4.253531087506897E10	7922.657528533936	28578.139398765565
Mars:	9.523494862765111E10	-1.8515723992876788E11	22958.452005310057	12863.433307800293
***	7	***
Sun:	3115.7811767313233	-1272.1809672788925	0.010380948368210739	-0.00400316935556475
Earth:	1.446967873579182E11	-4.006002804575797E10	7432.487607727051	28718.369031677244
Mars:	9.721326872447511E10	-1.8403564514673462E11	22835.834749603273	13098.671405334473
***	8	***
Sun:	4078.482803255437	-1638.6693535995066	0.011901704140375386	-0.004475027513998384
Earth:	1.45317635375876E11	-3.75729888382195E10	6939.712132568359	28850.288109207155
Mars:	9.918087955739723E10	-1.828937764253123E11	22710.5603755188	13332.734320068359
***	9	***
Sun:	5172.938768466407	-2044.8227503236528	0.013430728456878569	-0.004921372356960774
Earth:	1.458957997291098E11	-3.507491356915144E10	6444.4685276794435	28973.844219741823
Mars:	1.0113755203968706E11	-1.8173173682141537E11	22582.640256195067	13565.586938171387
***	10	***
Sun:	6399.845307510829	-2488.4297319778602	0.014967601145867775	-0.005342041574156155
Earth:	1.4643107316328516E11	-3.256652699106374E10	5946.895371856689	29088.987094955446
Mars:	1.0308305809188797E11	-1.8054963242162534E11	22452.08633155823	13797.194246368408
***	11	***
Sun:	7759.86219544145	-2967.265133335524	0.016511898418643797	-0.0057368794260173675
Earth:	1.4692326044779846E11	-3.0048558105718563E10	5447.132401428223	29195.668642196655
Mars:	1.0501717069048549E11	-1.7934757233263638E11	22318.91110473633	14027.521343841552
***	12	***
